Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-379.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-269.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-267.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-264.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-262.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-259.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-257.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-254.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-252.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-249.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-247.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-244.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-242.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-239.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-237.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-234.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-232.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-229.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-227.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-224.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-222.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-219.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-217.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-214.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-212.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-209.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-207.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-204.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-202.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-199.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-197.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-194.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-192.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-189.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-187.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-184.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-182.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-179.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-177.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-174.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-172.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-169.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-167.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-164.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-162.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-159.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-157.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-154.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-152.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-149.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-147.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-144.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-142.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-139.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-137.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-134.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-132.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-129.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-127.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-124.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-122.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-119.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-117.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-114.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-112.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-109.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-107.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-104.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-102.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-99.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-97.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-94.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-92.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-89.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-87.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-84.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-82.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-79.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-77.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-74.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-72.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-69.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-67.1720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-64.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-62.172039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-59.672039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-57.172039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-54.672039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-52.172039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-49.672039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-47.172039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-44.672039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-42.172039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-39.672039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-37.172039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-34.672039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-32.172039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-29.672039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-27.172039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-24.672039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-22.172039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-19.672039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-17.172039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-14.672039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-12.172039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-9.672039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-7.172039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-4.672039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-2.172039147591306
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=0.3279608524086939
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=2.827960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=5.327960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=7.827960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=10.327960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=12.827960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=15.327960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=17.827960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=20.327960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=22.827960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=25.327960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=27.827960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=30.327960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=32.827960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=35.327960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=37.827960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=40.327960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=42.827960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=45.327960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=47.827960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=50.327960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=52.827960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=55.327960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=57.827960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=60.327960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=62.827960852408694
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=65.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=67.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=70.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=72.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=75.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=77.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=80.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=82.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=85.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=87.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=90.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=92.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=95.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=97.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=100.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=102.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=105.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=107.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=110.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=112.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=115.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=117.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=120.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=122.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=125.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=127.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=130.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=132.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=135.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=137.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=140.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=142.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=145.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=147.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=150.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=152.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=155.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=157.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=160.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=162.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=165.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=167.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=170.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=172.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=175.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=177.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=180.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=182.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=185.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=187.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=190.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=192.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=195.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=197.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=200.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=202.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=205.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=207.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=210.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=212.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=215.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=217.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=220.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=222.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=225.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=227.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=230.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=232.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=235.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=237.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=240.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=242.8279608524087
