Player [playerName=null, gameScore=-2, alcoholLevel=0, xMove=3.5, getGameScore()=-2, getAlcoholLevel()=0, getPosX()=368.28234077145754]
Player [playerName=null, gameScore=-92, alcoholLevel=0, xMove=3.5, getGameScore()=-92, getAlcoholLevel()=0, getPosX()=525.7823407714575]
Player [playerName=null, gameScore=-94, alcoholLevel=0, xMove=3.5, getGameScore()=-94, getAlcoholLevel()=0, getPosX()=529.2823407714575]
Player [playerName=null, gameScore=-96, alcoholLevel=0, xMove=3.5, getGameScore()=-96, getAlcoholLevel()=0, getPosX()=532.7823407714575]
Player [playerName=null, gameScore=-98, alcoholLevel=0, xMove=3.5, getGameScore()=-98, getAlcoholLevel()=0, getPosX()=536.2823407714575]
Player [playerName=null, gameScore=-100, alcoholLevel=0, xMove=3.5, getGameScore()=-100, getAlcoholLevel()=0, getPosX()=539.7823407714575]
Player [playerName=null, gameScore=-102, alcoholLevel=0, xMove=-3.5, getGameScore()=-102, getAlcoholLevel()=0, getPosX()=543.2823407714575]
Player [playerName=null, gameScore=-104, alcoholLevel=0, xMove=-3.5, getGameScore()=-104, getAlcoholLevel()=0, getPosX()=539.7823407714575]
Player [playerName=null, gameScore=-106, alcoholLevel=0, xMove=-3.5, getGameScore()=-106, getAlcoholLevel()=0, getPosX()=536.2823407714575]
Player [playerName=null, gameScore=-108, alcoholLevel=0, xMove=-3.5, getGameScore()=-108, getAlcoholLevel()=0, getPosX()=532.7823407714575]
Player [playerName=null, gameScore=-110, alcoholLevel=0, xMove=-3.5, getGameScore()=-110, getAlcoholLevel()=0, getPosX()=529.2823407714575]
Player [playerName=null, gameScore=-112, alcoholLevel=0, xMove=-3.5, getGameScore()=-112, getAlcoholLevel()=0, getPosX()=525.7823407714575]
Player [playerName=null, gameScore=-114, alcoholLevel=0, xMove=-3.5, getGameScore()=-114, getAlcoholLevel()=0, getPosX()=522.2823407714575]
Player [playerName=null, gameScore=-116, alcoholLevel=0, xMove=-3.5, getGameScore()=-116, getAlcoholLevel()=0, getPosX()=518.7823407714575]
Player [playerName=null, gameScore=-118, alcoholLevel=0, xMove=-3.5, getGameScore()=-118, getAlcoholLevel()=0, getPosX()=515.2823407714575]
Player [playerName=null, gameScore=-120, alcoholLevel=0, xMove=-3.5, getGameScore()=-120, getAlcoholLevel()=0, getPosX()=511.7823407714575]
Player [playerName=null, gameScore=-122, alcoholLevel=0, xMove=-3.5, getGameScore()=-122, getAlcoholLevel()=0, getPosX()=508.2823407714575]
Player [playerName=null, gameScore=-124, alcoholLevel=0, xMove=-3.5, getGameScore()=-124, getAlcoholLevel()=0, getPosX()=504.7823407714575]
Player [playerName=null, gameScore=-126, alcoholLevel=0, xMove=-3.5, getGameScore()=-126, getAlcoholLevel()=0, getPosX()=501.2823407714575]
Player [playerName=null, gameScore=-128, alcoholLevel=0, xMove=-3.5, getGameScore()=-128, getAlcoholLevel()=0, getPosX()=497.7823407714575]
Player [playerName=null, gameScore=-130, alcoholLevel=0, xMove=-3.5, getGameScore()=-130, getAlcoholLevel()=0, getPosX()=494.2823407714575]
Player [playerName=null, gameScore=-132, alcoholLevel=0, xMove=-3.5, getGameScore()=-132, getAlcoholLevel()=0, getPosX()=490.7823407714575]
Player [playerName=null, gameScore=-134, alcoholLevel=0, xMove=-3.5, getGameScore()=-134, getAlcoholLevel()=0, getPosX()=487.2823407714575]
Player [playerName=null, gameScore=-136, alcoholLevel=0, xMove=-3.5, getGameScore()=-136, getAlcoholLevel()=0, getPosX()=483.7823407714575]
Player [playerName=null, gameScore=-138, alcoholLevel=0, xMove=-3.5, getGameScore()=-138, getAlcoholLevel()=0, getPosX()=480.2823407714575]
Player [playerName=null, gameScore=-140, alcoholLevel=0, xMove=-3.5, getGameScore()=-140, getAlcoholLevel()=0, getPosX()=476.7823407714575]
Player [playerName=null, gameScore=-142, alcoholLevel=0, xMove=-3.5, getGameScore()=-142, getAlcoholLevel()=0, getPosX()=473.2823407714575]
Player [playerName=null, gameScore=-144, alcoholLevel=0, xMove=-3.5, getGameScore()=-144, getAlcoholLevel()=0, getPosX()=469.7823407714575]
Player [playerName=null, gameScore=-146, alcoholLevel=0, xMove=-3.5, getGameScore()=-146, getAlcoholLevel()=0, getPosX()=466.2823407714575]
Player [playerName=null, gameScore=-148, alcoholLevel=0, xMove=-3.5, getGameScore()=-148, getAlcoholLevel()=0, getPosX()=462.7823407714575]
Player [playerName=null, gameScore=-150, alcoholLevel=0, xMove=-3.5, getGameScore()=-150, getAlcoholLevel()=0, getPosX()=459.2823407714575]
Player [playerName=null, gameScore=-152, alcoholLevel=0, xMove=-3.5, getGameScore()=-152, getAlcoholLevel()=0, getPosX()=455.7823407714575]
Player [playerName=null, gameScore=-154, alcoholLevel=0, xMove=-3.5, getGameScore()=-154, getAlcoholLevel()=0, getPosX()=452.2823407714575]
Player [playerName=null, gameScore=-156, alcoholLevel=0, xMove=-3.5, getGameScore()=-156, getAlcoholLevel()=0, getPosX()=448.7823407714575]
Player [playerName=null, gameScore=-158, alcoholLevel=0, xMove=-3.5, getGameScore()=-158, getAlcoholLevel()=0, getPosX()=445.2823407714575]
Player [playerName=null, gameScore=-160, alcoholLevel=0, xMove=-3.5, getGameScore()=-160, getAlcoholLevel()=0, getPosX()=441.7823407714575]
Player [playerName=null, gameScore=-162, alcoholLevel=0, xMove=-3.5, getGameScore()=-162, getAlcoholLevel()=0, getPosX()=438.2823407714575]
Player [playerName=null, gameScore=-164, alcoholLevel=0, xMove=-3.5, getGameScore()=-164, getAlcoholLevel()=0, getPosX()=434.7823407714575]
Player [playerName=null, gameScore=-166, alcoholLevel=0, xMove=-3.5, getGameScore()=-166, getAlcoholLevel()=0, getPosX()=431.2823407714575]
Player [playerName=null, gameScore=-168, alcoholLevel=0, xMove=-3.5, getGameScore()=-168, getAlcoholLevel()=0, getPosX()=427.7823407714575]
Player [playerName=null, gameScore=-170, alcoholLevel=0, xMove=-3.5, getGameScore()=-170, getAlcoholLevel()=0, getPosX()=424.2823407714575]
Player [playerName=null, gameScore=-172, alcoholLevel=0, xMove=-3.5, getGameScore()=-172, getAlcoholLevel()=0, getPosX()=420.7823407714575]
Player [playerName=null, gameScore=-174, alcoholLevel=0, xMove=-3.5, getGameScore()=-174, getAlcoholLevel()=0, getPosX()=417.2823407714575]
Player [playerName=null, gameScore=-176, alcoholLevel=0, xMove=-3.5, getGameScore()=-176, getAlcoholLevel()=0, getPosX()=413.7823407714575]
Player [playerName=null, gameScore=-178, alcoholLevel=0, xMove=-3.5, getGameScore()=-178, getAlcoholLevel()=0, getPosX()=410.2823407714575]
Player [playerName=null, gameScore=-180, alcoholLevel=0, xMove=-3.5, getGameScore()=-180, getAlcoholLevel()=0, getPosX()=406.7823407714575]
Player [playerName=null, gameScore=-182, alcoholLevel=0, xMove=-3.5, getGameScore()=-182, getAlcoholLevel()=0, getPosX()=403.2823407714575]
Player [playerName=null, gameScore=-184, alcoholLevel=0, xMove=-3.5, getGameScore()=-184, getAlcoholLevel()=0, getPosX()=399.7823407714575]
Player [playerName=null, gameScore=-186, alcoholLevel=0, xMove=-3.5, getGameScore()=-186, getAlcoholLevel()=0, getPosX()=396.2823407714575]
Player [playerName=null, gameScore=-188, alcoholLevel=0, xMove=-3.5, getGameScore()=-188, getAlcoholLevel()=0, getPosX()=392.7823407714575]
Player [playerName=null, gameScore=-190, alcoholLevel=0, xMove=-3.5, getGameScore()=-190, getAlcoholLevel()=0, getPosX()=389.2823407714575]
Player [playerName=null, gameScore=-192, alcoholLevel=0, xMove=-3.5, getGameScore()=-192, getAlcoholLevel()=0, getPosX()=385.7823407714575]
Player [playerName=null, gameScore=-194, alcoholLevel=0, xMove=-3.5, getGameScore()=-194, getAlcoholLevel()=0, getPosX()=382.2823407714575]
Player [playerName=null, gameScore=-196, alcoholLevel=0, xMove=-3.5, getGameScore()=-196, getAlcoholLevel()=0, getPosX()=378.7823407714575]
Player [playerName=null, gameScore=-198, alcoholLevel=0, xMove=-3.5, getGameScore()=-198, getAlcoholLevel()=0, getPosX()=375.2823407714575]
Player [playerName=null, gameScore=-200, alcoholLevel=0, xMove=-3.5, getGameScore()=-200, getAlcoholLevel()=0, getPosX()=371.7823407714575]
Player [playerName=null, gameScore=-202, alcoholLevel=0, xMove=-3.5, getGameScore()=-202, getAlcoholLevel()=0, getPosX()=368.2823407714575]
Player [playerName=null, gameScore=-204, alcoholLevel=0, xMove=-3.5, getGameScore()=-204, getAlcoholLevel()=0, getPosX()=364.7823407714575]
Player [playerName=null, gameScore=-206, alcoholLevel=0, xMove=-3.5, getGameScore()=-206, getAlcoholLevel()=0, getPosX()=361.2823407714575]
Player [playerName=null, gameScore=-208, alcoholLevel=0, xMove=-3.5, getGameScore()=-208, getAlcoholLevel()=0, getPosX()=357.7823407714575]
Player [playerName=null, gameScore=-210, alcoholLevel=0, xMove=-3.5, getGameScore()=-210, getAlcoholLevel()=0, getPosX()=354.2823407714575]
Player [playerName=null, gameScore=-212, alcoholLevel=0, xMove=-3.5, getGameScore()=-212, getAlcoholLevel()=0, getPosX()=350.7823407714575]
Player [playerName=null, gameScore=-214, alcoholLevel=0, xMove=-3.5, getGameScore()=-214, getAlcoholLevel()=0, getPosX()=347.2823407714575]
Player [playerName=null, gameScore=-216, alcoholLevel=0, xMove=-3.5, getGameScore()=-216, getAlcoholLevel()=0, getPosX()=343.7823407714575]
Player [playerName=null, gameScore=-218, alcoholLevel=0, xMove=-3.5, getGameScore()=-218, getAlcoholLevel()=0, getPosX()=340.2823407714575]
Player [playerName=null, gameScore=-220, alcoholLevel=0, xMove=-3.5, getGameScore()=-220, getAlcoholLevel()=0, getPosX()=336.7823407714575]
Player [playerName=null, gameScore=-222, alcoholLevel=0, xMove=-3.5, getGameScore()=-222, getAlcoholLevel()=0, getPosX()=333.2823407714575]
Player [playerName=null, gameScore=-224, alcoholLevel=0, xMove=-3.5, getGameScore()=-224, getAlcoholLevel()=0, getPosX()=329.7823407714575]
Player [playerName=null, gameScore=-226, alcoholLevel=0, xMove=-3.5, getGameScore()=-226, getAlcoholLevel()=0, getPosX()=326.2823407714575]
Player [playerName=null, gameScore=-228, alcoholLevel=0, xMove=-3.5, getGameScore()=-228, getAlcoholLevel()=0, getPosX()=322.7823407714575]
Player [playerName=null, gameScore=-230, alcoholLevel=0, xMove=-3.5, getGameScore()=-230, getAlcoholLevel()=0, getPosX()=319.2823407714575]
Player [playerName=null, gameScore=-232, alcoholLevel=0, xMove=-3.5, getGameScore()=-232, getAlcoholLevel()=0, getPosX()=315.7823407714575]
Player [playerName=null, gameScore=-234, alcoholLevel=0, xMove=-3.5, getGameScore()=-234, getAlcoholLevel()=0, getPosX()=312.2823407714575]
Player [playerName=null, gameScore=-236, alcoholLevel=0, xMove=-3.5, getGameScore()=-236, getAlcoholLevel()=0, getPosX()=308.7823407714575]
Player [playerName=null, gameScore=-238, alcoholLevel=0, xMove=-3.5, getGameScore()=-238, getAlcoholLevel()=0, getPosX()=305.2823407714575]
Player [playerName=null, gameScore=-240, alcoholLevel=0, xMove=-3.5, getGameScore()=-240, getAlcoholLevel()=0, getPosX()=301.7823407714575]
Player [playerName=null, gameScore=-242, alcoholLevel=0, xMove=-3.5, getGameScore()=-242, getAlcoholLevel()=0, getPosX()=298.2823407714575]
Player [playerName=null, gameScore=-244, alcoholLevel=0, xMove=-3.5, getGameScore()=-244, getAlcoholLevel()=0, getPosX()=294.7823407714575]
Player [playerName=null, gameScore=-246, alcoholLevel=0, xMove=-3.5, getGameScore()=-246, getAlcoholLevel()=0, getPosX()=291.2823407714575]
Player [playerName=null, gameScore=-248, alcoholLevel=0, xMove=-3.5, getGameScore()=-248, getAlcoholLevel()=0, getPosX()=287.7823407714575]
Player [playerName=null, gameScore=-250, alcoholLevel=0, xMove=-3.5, getGameScore()=-250, getAlcoholLevel()=0, getPosX()=284.2823407714575]
Player [playerName=null, gameScore=-252, alcoholLevel=0, xMove=-3.5, getGameScore()=-252, getAlcoholLevel()=0, getPosX()=280.7823407714575]
Player [playerName=null, gameScore=-254, alcoholLevel=0, xMove=-3.5, getGameScore()=-254, getAlcoholLevel()=0, getPosX()=277.2823407714575]
Player [playerName=null, gameScore=-256, alcoholLevel=0, xMove=-3.5, getGameScore()=-256, getAlcoholLevel()=0, getPosX()=273.7823407714575]
Player [playerName=null, gameScore=-258, alcoholLevel=0, xMove=-3.5, getGameScore()=-258, getAlcoholLevel()=0, getPosX()=270.2823407714575]
Player [playerName=null, gameScore=-260, alcoholLevel=0, xMove=-3.5, getGameScore()=-260, getAlcoholLevel()=0, getPosX()=266.7823407714575]
Player [playerName=null, gameScore=-262, alcoholLevel=0, xMove=-3.5, getGameScore()=-262, getAlcoholLevel()=0, getPosX()=263.2823407714575]
Player [playerName=null, gameScore=-264, alcoholLevel=0, xMove=-3.5, getGameScore()=-264, getAlcoholLevel()=0, getPosX()=259.7823407714575]
Player [playerName=null, gameScore=-266, alcoholLevel=0, xMove=-3.5, getGameScore()=-266, getAlcoholLevel()=0, getPosX()=256.2823407714575]
Player [playerName=null, gameScore=-268, alcoholLevel=0, xMove=-3.5, getGameScore()=-268, getAlcoholLevel()=0, getPosX()=252.78234077145748]
Player [playerName=null, gameScore=-270, alcoholLevel=0, xMove=-3.5, getGameScore()=-270, getAlcoholLevel()=0, getPosX()=249.28234077145748]
Player [playerName=null, gameScore=-272, alcoholLevel=0, xMove=-3.5, getGameScore()=-272, getAlcoholLevel()=0, getPosX()=245.78234077145748]
Player [playerName=null, gameScore=-274, alcoholLevel=0, xMove=-3.5, getGameScore()=-274, getAlcoholLevel()=0, getPosX()=242.28234077145748]
Player [playerName=null, gameScore=-276, alcoholLevel=0, xMove=-3.5, getGameScore()=-276, getAlcoholLevel()=0, getPosX()=238.78234077145748]
Player [playerName=null, gameScore=-278, alcoholLevel=0, xMove=-3.5, getGameScore()=-278, getAlcoholLevel()=0, getPosX()=235.28234077145748]
Player [playerName=null, gameScore=-280, alcoholLevel=0, xMove=-3.5, getGameScore()=-280, getAlcoholLevel()=0, getPosX()=231.78234077145748]
Player [playerName=null, gameScore=-282, alcoholLevel=0, xMove=-3.5, getGameScore()=-282, getAlcoholLevel()=0, getPosX()=228.28234077145748]
Player [playerName=null, gameScore=-284, alcoholLevel=0, xMove=-3.5, getGameScore()=-284, getAlcoholLevel()=0, getPosX()=224.78234077145748]
Player [playerName=null, gameScore=-286, alcoholLevel=0, xMove=-3.5, getGameScore()=-286, getAlcoholLevel()=0, getPosX()=221.28234077145748]
Player [playerName=null, gameScore=-288, alcoholLevel=0, xMove=-3.5, getGameScore()=-288, getAlcoholLevel()=0, getPosX()=217.78234077145748]
Player [playerName=null, gameScore=-290, alcoholLevel=0, xMove=-3.5, getGameScore()=-290, getAlcoholLevel()=0, getPosX()=214.28234077145748]
Player [playerName=null, gameScore=-292, alcoholLevel=0, xMove=-3.5, getGameScore()=-292, getAlcoholLevel()=0, getPosX()=210.78234077145748]
Player [playerName=null, gameScore=-294, alcoholLevel=0, xMove=-3.5, getGameScore()=-294, getAlcoholLevel()=0, getPosX()=207.28234077145748]
Player [playerName=null, gameScore=-296, alcoholLevel=0, xMove=-3.5, getGameScore()=-296, getAlcoholLevel()=0, getPosX()=203.78234077145748]
Player [playerName=null, gameScore=-298, alcoholLevel=0, xMove=-3.5, getGameScore()=-298, getAlcoholLevel()=0, getPosX()=200.28234077145748]
Player [playerName=null, gameScore=-300, alcoholLevel=0, xMove=-3.5, getGameScore()=-300, getAlcoholLevel()=0, getPosX()=196.78234077145748]
Player [playerName=null, gameScore=-302, alcoholLevel=0, xMove=-3.5, getGameScore()=-302, getAlcoholLevel()=0, getPosX()=193.28234077145748]
Player [playerName=null, gameScore=-304, alcoholLevel=0, xMove=-3.5, getGameScore()=-304, getAlcoholLevel()=0, getPosX()=189.78234077145748]
Player [playerName=null, gameScore=-306, alcoholLevel=0, xMove=-3.5, getGameScore()=-306, getAlcoholLevel()=0, getPosX()=186.28234077145748]
Player [playerName=null, gameScore=-308, alcoholLevel=0, xMove=-3.5, getGameScore()=-308, getAlcoholLevel()=0, getPosX()=182.78234077145748]
Player [playerName=null, gameScore=-310, alcoholLevel=0, xMove=-3.5, getGameScore()=-310, getAlcoholLevel()=0, getPosX()=179.28234077145748]
Player [playerName=null, gameScore=-312, alcoholLevel=0, xMove=-3.5, getGameScore()=-312, getAlcoholLevel()=0, getPosX()=175.78234077145748]
Player [playerName=null, gameScore=-314, alcoholLevel=0, xMove=-3.5, getGameScore()=-314, getAlcoholLevel()=0, getPosX()=172.28234077145748]
Player [playerName=null, gameScore=-316, alcoholLevel=0, xMove=-3.5, getGameScore()=-316, getAlcoholLevel()=0, getPosX()=168.78234077145748]
Player [playerName=null, gameScore=-318, alcoholLevel=0, xMove=-3.5, getGameScore()=-318, getAlcoholLevel()=0, getPosX()=165.28234077145748]
Player [playerName=null, gameScore=-320, alcoholLevel=0, xMove=-3.5, getGameScore()=-320, getAlcoholLevel()=0, getPosX()=161.78234077145748]
Player [playerName=null, gameScore=-322, alcoholLevel=0, xMove=-3.5, getGameScore()=-322, getAlcoholLevel()=0, getPosX()=158.28234077145748]
Player [playerName=null, gameScore=-324, alcoholLevel=0, xMove=-3.5, getGameScore()=-324, getAlcoholLevel()=0, getPosX()=154.78234077145748]
Player [playerName=null, gameScore=-326, alcoholLevel=0, xMove=-3.5, getGameScore()=-326, getAlcoholLevel()=0, getPosX()=151.28234077145748]
Player [playerName=null, gameScore=-328, alcoholLevel=0, xMove=-3.5, getGameScore()=-328, getAlcoholLevel()=0, getPosX()=147.78234077145748]
Player [playerName=null, gameScore=-330, alcoholLevel=0, xMove=-3.5, getGameScore()=-330, getAlcoholLevel()=0, getPosX()=144.28234077145748]
Player [playerName=null, gameScore=-332, alcoholLevel=0, xMove=-3.5, getGameScore()=-332, getAlcoholLevel()=0, getPosX()=140.78234077145748]
Player [playerName=null, gameScore=-334, alcoholLevel=0, xMove=-3.5, getGameScore()=-334, getAlcoholLevel()=0, getPosX()=137.28234077145748]
Player [playerName=null, gameScore=-336, alcoholLevel=0, xMove=-3.5, getGameScore()=-336, getAlcoholLevel()=0, getPosX()=133.78234077145748]
Player [playerName=null, gameScore=-338, alcoholLevel=0, xMove=-3.5, getGameScore()=-338, getAlcoholLevel()=0, getPosX()=130.28234077145748]
Player [playerName=null, gameScore=-340, alcoholLevel=0, xMove=-3.5, getGameScore()=-340, getAlcoholLevel()=0, getPosX()=126.78234077145748]
Player [playerName=null, gameScore=-342, alcoholLevel=0, xMove=-3.5, getGameScore()=-342, getAlcoholLevel()=0, getPosX()=123.28234077145748]
Player [playerName=null, gameScore=-344, alcoholLevel=0, xMove=-3.5, getGameScore()=-344, getAlcoholLevel()=0, getPosX()=119.78234077145748]
Player [playerName=null, gameScore=-346, alcoholLevel=0, xMove=-3.5, getGameScore()=-346, getAlcoholLevel()=0, getPosX()=116.28234077145748]
Player [playerName=null, gameScore=-348, alcoholLevel=0, xMove=-3.5, getGameScore()=-348, getAlcoholLevel()=0, getPosX()=112.78234077145748]
Player [playerName=null, gameScore=-350, alcoholLevel=0, xMove=-3.5, getGameScore()=-350, getAlcoholLevel()=0, getPosX()=109.28234077145748]
Player [playerName=null, gameScore=-352, alcoholLevel=0, xMove=-3.5, getGameScore()=-352, getAlcoholLevel()=0, getPosX()=105.78234077145748]
Player [playerName=null, gameScore=-354, alcoholLevel=0, xMove=-3.5, getGameScore()=-354, getAlcoholLevel()=0, getPosX()=102.28234077145748]
Player [playerName=null, gameScore=-356, alcoholLevel=0, xMove=-3.5, getGameScore()=-356, getAlcoholLevel()=0, getPosX()=98.78234077145748]
Player [playerName=null, gameScore=-358, alcoholLevel=0, xMove=-3.5, getGameScore()=-358, getAlcoholLevel()=0, getPosX()=95.28234077145748]
Player [playerName=null, gameScore=-360, alcoholLevel=0, xMove=-3.5, getGameScore()=-360, getAlcoholLevel()=0, getPosX()=91.78234077145748]
Player [playerName=null, gameScore=-362, alcoholLevel=0, xMove=-3.5, getGameScore()=-362, getAlcoholLevel()=0, getPosX()=88.28234077145748]
Player [playerName=null, gameScore=-364, alcoholLevel=0, xMove=-3.5, getGameScore()=-364, getAlcoholLevel()=0, getPosX()=84.78234077145748]
Player [playerName=null, gameScore=-366, alcoholLevel=0, xMove=-3.5, getGameScore()=-366, getAlcoholLevel()=0, getPosX()=81.28234077145748]
Player [playerName=null, gameScore=-368, alcoholLevel=0, xMove=-3.5, getGameScore()=-368, getAlcoholLevel()=0, getPosX()=77.78234077145748]
Player [playerName=null, gameScore=-370, alcoholLevel=0, xMove=-3.5, getGameScore()=-370, getAlcoholLevel()=0, getPosX()=74.28234077145748]
Player [playerName=null, gameScore=-372, alcoholLevel=0, xMove=-3.5, getGameScore()=-372, getAlcoholLevel()=0, getPosX()=70.78234077145748]
Player [playerName=null, gameScore=-374, alcoholLevel=0, xMove=-3.5, getGameScore()=-374, getAlcoholLevel()=0, getPosX()=67.28234077145748]
Player [playerName=null, gameScore=-376, alcoholLevel=0, xMove=-3.5, getGameScore()=-376, getAlcoholLevel()=0, getPosX()=63.782340771457484]
